OBJECTID	segment_length_m	local_ca	dest_channel_id	segment_slope	total_ca_mean	segment_order	channel_class_id
119	1099.264069	232	133	0.2051372	2610000	14
120	1073.528137	136	133	0.2352989	1530000	14
121	874.2640687	21	114	0.0044609	14670000	9
122	512.1320344	51	116	0.0152304	731542528	12
123	1898.528137	80	102	0.0234392	10710000	9
124	318.1980515	115	122	0.0182276	1282500	8
125	2677.386361	194	155	0.2810203	2182500	14
126	1849.264069	123	123	0.2835182	1372500	14
127	1616.726189	202	118	0.0099584	2272500	8
128	3021.320344	514	151	0.0289939	74835000	12
129	2666.726189	237	152	0.2800812	2655000	14
130	1174.264069	43	118	0.004258	839160000	12
131	362.1320344	13	152	0.0190538	52335000	12
132	1500	137	131	0.0368667	40837500	12
133	1298.528137	55	132	0.1671893	8865000	14
134	300	5	132	0.07	29722500	10
135	225	158	136	0.0035556	1777500	8
136	212.1320344	3	130	0.0032998	795127488	12
137	1399.264069	124	151	0.3539718	1395000	14
138	150	0	136	0.008	791482496	12
139	1704.594155	351	121	0.0071571	3937500	8
140	2886.396103	339	134	0.0477066	20385000	10
141	1973.528137	309	140	0.1674666	3465000	14
142	225	97	143	0.2324445	1080000	14
143	1748.528137	59	123	0.1575611	6435000	14
144	1748.528137	128	122	0.0040606	726907520	12
145	5113.782464	292	121	0.1582586	3285000	14
146	1722.792206	214	144	0.0068493	718785024	12
147	2384.92424	238	138	0.0038576	784867520	12
148	1637.132034	175	138	0.0061082	1957500	8
149	2384.92424	226	146	0.0068346	683572480	12
150	892.4621202	101	161	0.5646178	1125000	14
151	2384.92424	262	161	0.0507354	86355000	12
152	3895.584412	526	156	0.0199713	63720000	12
153	2128.858223	199	144	0.1611192	2227500	14
154	2322.792206	390	149	0.0081798	671917504	12
155	6342.640687	702	154	0.0492224	78907504	12
156	636.3961031	85	177	0.0257701	75780000	12
157	2615.254326	429	140	0.1344802	4815000	14
158	892.4621202	217	149	0.0164713	2430000	8
159	2428.858223	158	143	0.2147511	1777500	14
160	636.3961031	48	154	0.0094281	580049984	12
161	1024.264069	66	172	0.04286	92317504	12
162	1678.858223	207	156	0.3663799	2317500	14
163	1748.528137	75	146	0.0384323	29182500	10
164	892.4621202	122	177	0.4708323	1372500	14
165	3359.92424	243	134	0.2220288	2722500	14
166	636.3961031	32	160	0.0124137	567000000	12
167	4358.452378	272	147	0.005713	3060000	8
168	525	93	166	0.3163809	1035000	14
169	1324.264069	184	174	0.0117046	505395008	12
170	1011.396103	170	169	0.0477558	1912500	8
171	300	7	175	0.0156667	490522496	12
172	1960.660172	245	171	0.0137709	483795008	12
173	2498.528137	310	166	0.0104862	561734976	12
174	662.1320344	48	173	0.0134414	554040000	12
175	2048.528137	258	169	0.0120574	496642496	12
176	2984.92424	317	172	0.0147072	384524992	12
177	3859.188309	344	176	0.0587688	82822496	12
178	5892.640687	449	130	0.0372329	38655000	11
179	1130.330086	153	178	0.2736369	1710000	14
180	4347.792206	435	131	0.1528592	4882500	14
181	1704.594155	173	171	0.2699763	1935000	14
182	1404.594155	132	173	0.3445835	1485000	14
183	1673.528137	179	200	0.1241688	2002500	14
184	225	98	200	0.3013333	1102500	14
185	1849.264069	137	175	0.2877901	1530000	14
186	2084.92424	275	176	0.0190415	291375008	12
187	4945.584412	400	147	0.0054594	771660032	12
188	825	107	187	0.176	1192500	14
189	1735.660172	158	193	0.2161714	1777500	14
190	468.1980515	103	193	0.2206331	1147500	14
191	825	113	220	0.3569697	1260000	14
192	2710.660172	134	174	0.0970612	44887500	12
193	786.3961031	74	195	0.1271624	6682500	14
194	918.1980515	119	192	0.4783282	1327500	14
195	2586.396103	375	220	0.0511909	21105000	10
196	812.1320344	82	187	0.0025858	763785024	12
197	4089.518395	476	163	0.1384271	5355000	14
198	1324.264069	79	195	0.0909939	8460000	8
199	3021.320344	334	178	0.0536851	27427500	10
200	2809.188309	160	199	0.1290052	8010000	14
201	1399.264069	167	198	0.1833821	1867500	14
202	2190.990258	253	186	0.3279339	2835000	14
203	587.1320344	100	196	0.012263	1125000	8
204	2147.056275	296	186	0.0189096	279562496	12
205	1148.528137	43	196	0.0056594	760072512	12
206	1386.396103	120	192	0.0828767	38970000	11
207	512.1320344	45	205	0.0060531	756967488	12
208	468.1980515	119	206	0.5151666	1327500	14
209	212.1320344	9	206	0.0509117	34942500	11
210	1404.594155	171	198	0.1923687	1912500	14
211	375	94	205	0.0362667	1057500	8
212	1298.528137	80	199	0.0370419	11632500	9
213	962.1320344	41	204	0.1379229	36900000	17
214	3365.254326	240	212	0.1610577	2700000	14
215	5765.254326	539	160	0.1457698	6052500	14
216	3072.792206	316	204	0.0215765	234630000	12
217	1037.132034	108	216	0.4604042	1215000	14
218	918.1980515	103	222	0.3809636	1147500	14
219	900	74	222	0.0226667	219307504	12
220	4221.320344	467	219	0.0919854	33120000	11
221	980.3300859	101	213	0.2080932	1125000	14
222	2048.528137	275	216	0.0288988	225540000	12
223	936.3961031	80	219	0.0211449	179212496	12
224	1722.792206	52	207	0.0190389	76005000	12
225	225	93	224	0.5595555	1035000	14
226	1298.528137	111	213	0.0230261	33907500	11
227	6732.716447	785	163	0.0929937	8820000	8
228	768.1980515	95	226	0.2975795	1057500	14
229	2035.660172	238	212	0.0245129	2677500	8
230	2959.188309	326	223	0.0212558	167152496	12
231	786.3961031	118	230	0.0259411	144337504	12
232	3390.990258	381	209	0.1599828	4275000	14
233	1748.528137	191	226	0.0360303	27382500	10
234	5468.376618	732	209	0.0540014	18405000	9
235	786.3961031	21	231	0.0354783	132997504	12
236	3248.528137	368	235	0.1281503	26347500	16
237	6079.03679	938	207	0.0070735	669374976	12
238	812.1320344	16	231	0.080775	9337500	8
239	2684.92424	263	224	0.0441353	71460000	12
240	618.1980515	111	234	0.2434495	1237500	14
241	1422.792206	154	237	0.0092775	647932480	12
242	962.1320344	58	233	0.0419901	16222500	9
243	1911.396103	159	236	0.1465944	1777500	14
244	2609.92424	321	234	0.1224557	3600000	14
245	437.1320344	103	242	0.1164408	1147500	14
246	1011.396103	107	238	0.0593239	1192500	8
247	1668.198052	154	251	0.21766	1732500	14
248	600	21	251	0.0096667	184657504	12
249	5222.056275	458	248	0.1310212	5152500	14
250	3996.320344	331	223	0.1468851	3712500	14
251	362.1320344	14	257	0.0397645	188527504	12
252	1810.660172	204	241	0.0118741	632924992	12
253	318.1980515	112	252	0.0144564	1260000	8
254	1192.46212	158	262	0.2471357	1777500	14
255	3124.264069	354	262	0.0187564	205290000	12
256	6122.056275	829	236	0.0706299	9315000	8
257	1536.396103	147	255	0.0268811	194580000	12
258	3497.056275	244	230	0.0728899	15525000	9
259	3339.518395	282	265	0.1652933	3172500	14
260	2147.056275	130	235	0.0388905	100687504	12
261	662.1320344	9	252	0.0178212	627997504	12
262	1598.528137	101	265	0.0183919	213952496	12
263	424.2640687	10	261	0.0075425	625635008	12
264	2534.92424	310	248	0.0211446	170640000	12
265	1660.660172	58	263	0.0195103	222097504	12
266	4575.914498	372	233	0.1703703	4185000	14
267	737.1320344	99	261	0.1764948	1102500	14
268	2260.660172	199	264	0.0255678	141930000	12
269	525	92	268	0.4407619	1035000	14
270	1210.660172	85	260	0.0213933	84757504	12
271	936.3961031	17	264	0.0610853	22792500	10
272	2066.726189	225	255	0.1966395	2520000	14
273	662.1320344	13	271	0.0780811	4860000	8
274	3639.518395	299	238	0.1178727	3352500	14
275	587.1320344	95	273	0.0551835	1057500	8
276	4259.92424	410	270	0.1756604	4612500	14
277	2940.990258	189	257	0.1865358	2115000	14
278	1872.792206	218	268	0.025203	135202496	12
279	3109.188309	337	263	0.0066898	398880000	12
280	887.1320344	113	273	0.2600515	1260000	14
281	512.1320344	40	279	0.0056626	391049984	12
282	1836.396103	136	278	0.0278262	109462496	12
283	1611.396103	232	282	0.2307937	2610000	14
284	2723.528137	151	258	0.2127388	1687500	14
285	1978.858223	181	286	0.222401	2025000	14
286	4619.848481	525	239	0.0336591	42750000	12
287	3972.792206	305	239	0.078358	15210000	9
288	318.1980515	150	281	0.0333126	1687500	8
289	2074.264069	160	292	0.0848494	12712500	9
290	437.1320344	103	289	0.2349405	1147500	14
291	1448.528137	73	278	0.060061	20947500	10
292	2260.660172	116	282	0.0291508	101407504	12
293	4632.716447	590	242	0.1663171	6637500	14
294	3240.990258	383	289	0.1625738	4297500	14
295	3825.914498	414	258	0.1788853	4657500	14
296	1104.594155	118	287	0.2958553	1327500	14
297	2511.396103	160	279	0.1484035	1800000	14
298	2524.264069	250	270	0.0264235	71752496	12
299	5615.254326	409	237	0.131125	4590000	14
300	1637.132034	136	298	0.3131696	1530000	14
301	450	14	298	0.0388889	65767500	12
302	1342.46212	174	312	0.1699117	1957500	14
303	1810.660172	179	286	0.012316	30757500	11
304	1598.528137	81	291	0.1023441	8280000	14
305	3021.320344	261	292	0.0373678	82620000	12
306	5827.386361	486	241	0.1147341	5467500	14
307	1986.396103	246	281	0.0054873	384457504	12
308	318.1980515	90	304	0.1370216	1012500	14
309	949.2640687	120	312	0.2714735	1350000	14
310	3310.660172	151	291	0.0583267	9202500	8
311	3840.990258	268	305	0.1636557	3015000	14
312	1386.396103	75	313	0.0578478	7492500	8
313	1986.396103	169	303	0.0172675	14490000	9
314	1161.396103	236	304	0.1431897	2655000	14
315	318.1980515	110	310	0.5138309	1237500	14
316	600	38	301	0.0453333	56992500	12
317	8031.244584	603	260	0.1129962	6772500	14
318	587.1320344	101	316	0.1788354	1125000	14
319	998.5281374	40	307	0.006109	354644992	12
320	1042.46212	192	313	0.0559253	2160000	8
321	3722.056275	407	287	0.0859203	4567500	8
322	1523.528137	274	319	0.0622896	3082500	8
323	3458.452378	360	301	0.1852852	4050000	14
324	2659.188309	359	305	0.0553176	69637504	12
325	1774.264069	170	316	0.0641956	52470000	12
326	1960.660172	144	319	0.0068854	346612512	12
327	6370.584412	783	271	0.0961921	8797500	8
328	2490.990258	225	310	0.1601773	2520000	14
329	5382.716447	336	325	0.1140502	3780000	14
330	3233.452378	227	307	0.0559773	24007500	10
331	225	91	326	0.0431111	1012500	8
332	4596.320344	460	324	0.1648057	5175000	14
333	362.1320344	11	325	0.0309279	42907500	12
334	4590.990258	549	303	0.0386409	6165000	8
335	2403.122292	292	336	0.1251289	3285000	14
336	2048.528137	236	330	0.064583	14355000	9
337	1174.264069	141	326	0.0147326	341144992	12
338	1192.46212	139	337	0.1508643	1552500	14
339	998.5281374	56	333	0.0245361	37080000	11
340	892.4621202	165	341	0.0299172	1845000	8
341	424.2640687	8	339	0.0181491	30037500	11
342	1590.990258	233	333	0.2808942	2610000	14
343	1810.660172	130	324	0.0569406	53820000	12
344	2459.92424	220	343	0.2217548	2475000	14
345	936.3961031	33	341	0.0228536	25942500	10
346	1660.660172	247	337	0.0081293	333652512	12
347	874.2640687	60	343	0.0236771	46687500	12
348	768.1980515	121	347	0.0404844	1350000	8
349	1042.46212	134	351	0.3769921	1507500	14
350	1474.264069	112	366	0.0174324	11677500	9
351	2860.660172	247	345	0.0674669	17235000	9
352	1673.528137	271	339	0.0663867	3037500	8
353	2035.660172	204	336	0.151597	2295000	14
354	2449.264069	223	330	0.1578842	2497500	14
355	318.1980515	164	350	0.1046518	1845000	14
356	799.2640687	117	347	0.1516395	1305000	14
357	936.3961031	51	346	0.0106792	324697504	12
358	212.1320344	5	357	0.0113137	111487504	12
359	318.1980515	94	358	0.019799	1057500	8
360	2935.660172	300	350	0.1412629	3375000	14
361	3178.858223	249	346	0.1617562	2790000	14
362	587.1320344	144	363	0.0645511	1620000	8
363	5431.980515	569	357	0.0359906	206167504	12
364	1637.132034	142	366	0.1619295	1597500	14
365	1086.396103	192	363	0.0050626	195457504	12
366	4345.584412	472	365	0.0810478	21442500	10
367	1934.92424	225	347	0.0229983	38182500	11
368	2377.386361	510	351	0.1501228	5737500	14
369	150	0	367	0.0526667	25447500	10
370	3603.122292	451	367	0.2139811	5062500	14
371	3003.122292	240	345	0.2007577	2700000	14
372	936.3961031	42	369	0.0431441	21960000	10
373	1774.264069	160	358	0.0211919	107505000	12
374	1086.396103	73	365	0.0082843	164610000	12
375	1042.46212	134	369	0.1968417	1507500	14
376	150	0	374	0.0053333	161640000	12
377	437.1320344	96	374	0.008693	1080000	8
378	424.2640687	16	376	0.004714	156600000	12
379	724.2640687	14	372	0.1971657	6165000	14
380	1430.330086	114	381	0.2249131	1282500	14
381	662.1320344	29	373	0.0203887	95400000	12
382	998.5281374	60	372	0.1067571	14625000	15
383	587.1320344	97	379	0.1035542	1080000	14
384	724.2640687	15	382	0.3678216	6772500	14
385	1549.264069	182	384	0.2549598	2047500	14
386	2035.660172	222	376	0.2387923	2497500	14
387	892.4621202	168	403	0.1326667	1890000	14
388	1042.46212	126	403	0.2590981	1417500	14
389	1466.726189	165	379	0.1133818	1845000	14
390	1104.594155	113	384	0.3235578	1260000	14
391	2297.056275	258	378	0.0136697	148387504	12
392	2534.92424	281	381	0.0304151	89347504	12
393	2012.132034	64	382	0.139305	6232500	14
394	2666.726189	222	378	0.1432843	2497500	14
395	318.1980515	107	393	0.0823387	1192500	8
396	4188.046533	443	373	0.1687422	4972500	14
397	998.5281374	48	392	0.065196	33907500	11
398	1161.396103	139	393	0.1348377	1552500	14
399	225	91	397	0.0737778	1012500	8
400	4283.452378	483	391	0.0365593	63157500	12
401	1210.660172	94	397	0.0698792	30037500	11
402	2498.528137	236	400	0.0303779	51997500	12
403	3197.056275	322	402	0.1053156	10215000	15
404	1360.660172	124	402	0.0188144	34470000	11
405	2384.92424	236	401	0.0490582	20362500	10
406	468.1980515	118	405	0.025203	1327500	8
407	1637.132034	141	400	0.2646091	1575000	14
408	786.3961031	59	404	0.0398018	27225000	10
409	3672.792206	373	391	0.0234427	72787504	12
410	375	93	408	0.2546667	1035000	14
411	998.5281374	45	405	0.0165243	14782500	9
412	2260.660172	203	408	0.0494546	22095000	10
413	812.1320344	43	409	0.0006157	28395000	4
414	2340.990258	240	413	0.2141829	2700000	14
415	2661.396103	267	401	0.12144	2992500	14
416	2459.92424	207	404	0.1434191	2317500	14
417	1554.594155	259	412	0.1395219	2902500	14
418	1823.528137	226	411	0.2078937	2542500	14
419	3657.716447	326	409	0.0481995	36562500	11
420	3209.92424	397	411	0.0752977	4455000	8
421	7919.848481	725	392	0.0269955	43807500	12
422	2860.660172	352	413	0.0101375	18427500	9
423	2597.056275	249	419	0.0350397	24165000	10
424	1686.396103	115	423	0.066651	12465000	9
425	1316.726189	138	424	0.2901894	1552500	14
426	4539.518395	623	412	0.04137	6997500	8
427	1554.594155	177	422	0.1648019	1980000	14
428	675	125	429	0.2512593	1395000	14
429	1298.528137	63	422	0.0471303	9855000	8
430	2335.660172	360	424	0.1162412	4050000	14
431	2961.396103	260	419	0.1049167	2925000	14
432	1774.264069	250	421	0.0194447	9630000	8
433	3983.452378	435	421	0.0298987	18495000	9
434	225	152	432	0.0826667	1710000	8
435	1192.46212	279	429	0.1324151	3127500	14
436	980.3300859	152	432	0.12557	1710000	14
437	3540.990258	342	433	0.1590516	3847500	14
438	3623.528137	323	423	0.0635292	3622500	8
439	2609.92424	254	433	0.1290076	2857500	14
